title,ministry,schemeCategory,description,beneficiaryState,npiMinistry,slug,tags,__typename
Startup India Seed Fund Scheme- For Startups,Ministry Of Commerce And Industry,['Business & Entrepreneurship'],"The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 with an outlay of INR 945 Crore to provide financial assistance to startups for Proof of Concept, prototype development, product trials, market-entry, and commercialization.",,[],sisfs-fs,"['Startup', 'Seed Fund', 'Financial Assistance', 'Incubator', 'Grant']",Search
Educational Assistance to Children of Women Headed Families,,"['Social welfare & Empowerment', 'Education & Learning']","The scheme “Educational Assistance to Children of Women Headed Families” was launched by the Social Justice Department, Government of Kerala. The scheme proposes to extend a helping hand to women-headed families by way of providing financial assistance to the education of children.",,[],eacwhf-kerala,"['Educational Assistance', 'Children', 'Woman', 'BPL', 'Priority Family', 'Scholarship']",Search
Concessional Bus Travel Facility to Women above 60 years of age- Punjab,,"['Social welfare & Empowerment', 'Travel & Tourism', 'Women and Child']","Under the scheme, all the women of 60 years and above residing in the State of Punjab have been given the benefit w.e.f. 12.11.1999 for 50% concession in bus fare in the Punjab Roadways and Pepsu Road Transport Corporation Buses.",,[],cbtfw60ya-p,"['Bus Travel', 'Woman', 'Concessional Bus Fare', 'Senior Citizen']",Search
Programme For Internship For LL.B./ LL.M./ Environmental Studies/ Research Students,Ministry Of Law and Justice,['Education & Learning'],"The National Green Tribunal provides opportunities to college students by holding Summer Internship Programs (March, April, May and July ordinarily) and Winter Internship Programs (November, December and January ordinarily) Internship Programs for LL.B./ LL.M./ Env. Studies/ Research Students.",,[],pfifllesrs,"['Student', 'Internship', 'Legal', 'Environment', 'Research']",Search
Bank Loan Processing Fee Reimbursement Scheme,"Ministry Of Micro, Small and Medium Enterprises",['Business & Entrepreneurship'],"The Bank Loan Processing Fee Reimbursement Scheme comes under the purview of the Ministry of Micro, Small and Medium Enterprises (MSME) of the Government of India.",,[],bnpfrs,"['Financial Assistance', 'Entrepreneurship', 'MSME', 'Reimbursement']",Search
Motorisation Of Traditional Crafts,,"['Agriculture,Rural & Environment']","The scheme “Motorisation of Traditional Crafts” was launched by the Department of Fisheries & Animal Resources Development, Government of Odisha to increase the income and livelihoods of traditional fishermen by motorizing their traditional non-motorized crafts.",,[],mtc,"['Fishermen', 'Fish', 'Crafts', 'Financial Assistance', 'Boat']",Search
Annal Ambedkar Business Champions Scheme,,['Business & Entrepreneurship'],"The scheme “Annal Ambedkar Business Champions Scheme (AABCS)” was launched by the Department of Micro, Small and Medium Enterprises, Government of Tamil Nadu. ",,[],aabcs,"['Ambedkar', 'AABCS', 'Scheduled Caste', 'Scheduled Tribe', 'Entrepreneur', 'Loan', 'Subsidy', 'MSME']",Search
Cash Award (APB&OCWWB),,"['Social welfare & Empowerment', 'Education & Learning']","The scheme “Cash Award” was started by the Department of Labour and Employment, Govt. of Arunachal Pradesh for the registered workers of Arunachal Pradesh Building & Other Construction Workers Welfare Board (APB&OCWWB).",,[],caapbandocwwb,"['Construction Worker', 'Children', 'Cash', 'Marks', 'Examination']",Search
Scholarship To Son And Daughter Of Differently Abled Persons,,['Social welfare & Empowerment'],"The ""Scholarship to Son and Daughter of Differently Abled Persons"" scheme in Tamil Nadu is a government initiative that aims to provide financial assistance to the children of differently abled individuals for their education. ",,[],ssddap,"['Scholarship', 'Daughter', 'Son', 'Differently Abled Person', 'Tamil Nadu']",Search
Research Associates (RA) ,Ministry Of Science And Technology,"['Education & Learning', 'Skills & Employment']",The Research Associates (RAs) of the Department of Biotechnology (DBT) in India are individuals who engage in research work under the DBT-Research Associateship Program in Biotechnology and its was started in 1999. ,,[],ra,"['Education', 'Employment', 'Bio-Technology']",Search
Technical Education Scholarship Scheme For Diploma Level,,['Education & Learning'],This scholarship will be awarded to students who are pursuing Diploma level Courses in Engineering/Technology including Architectural Assistantship or any other equivalent courses as approved by the All India Council of Technical Education (AICTE).,,[],tessdlhp,"['Technical Education', 'Scholarship', 'Diploma', 'Student']",Search
Medical Assistance to Beneficiaries (HPBOCWWB),,"['Social welfare & Empowerment', 'Health & Wellness']","The ""Medical Assistance to Beneficiaries"" scheme under the Labour and Employment Department HP, provides financial support for healthcare. It covers ₹50,000 for outdoor treatment, ₹1,00,000 for indoor treatment, and ₹5,00,000 for critical illnesses each year, upon submission of valid medical bills.",,[],matbhpbocwwb,"['Building', 'Construction', 'Labour', 'Financial Assistance', 'Medical', 'Worker']",Search
Sant Ravi Das Swarojgaar Yojana,,"['Banking,Financial Services and Insurance']","The Sant Ravi Das Swarojgaar Yojana under the Tribal Welfare and SC Department, Madhya Pradesh, provides funding for manufacturing units (₹1 lakh to ₹50 lakh) and service/retail trade projects (₹1 lakh to ₹25 lakh) for Scheduled Caste applicants.",,[],srdsy,"['Enterprises', 'Scheduled Cast', 'Loan Scheme', 'Self-employment']",Search
Mukhya Mantri Shramik Seva Prasuti Sahayata Yojana ,,"['Social welfare & Empowerment', 'Women and Child']","Launched on 1st April 2018, the scheme ""Mukhya Mantri Shramik Seva Prasuti Sahayata Yojana"" by the Labour Department, Government of Madhya Pradesh, provides maternity support to pregnant women over 18 years of age who are registered as unorganized workers.",,[],mmsspsy,"['Pregnancy', 'Women', 'Worker', 'Labour', 'Birth', 'Medical']",Search
Funeral Support Scheme (HPBOCWWB),,"['Social welfare & Empowerment', 'Health & Wellness']","The ""Funeral Support Scheme"" under the Labour and Employment Department, Himachal Pradesh, provides ₹20,000 to the nominees or dependents of registered beneficiaries to support funeral expenses.",,[],fsphpbocwwb,"['Construction Workers', 'Building Worker', 'Funeral', 'Death', 'Financial Assistance']",Search
Mukhyamantri Jan-Van Scheme,,"['Agriculture,Rural & Environment']","The Mukhyamantri Jan-Van Scheme aims to promote tree plantation on private lands in Jharkhand to enhance farmers' income, conserve the environment, and reduce pressure on notified forests. Farmers are encouraged to plant trees on their lands with incentives covering 75% of plantation and maintenance",,[],mmjvs,"['Financial Assistance', 'Increased Income', 'Farmers', 'Trees']",Search
Construction Workers Night Shelter Scheme (MPBOCWWB),,['Housing & Shelter'],"The ""Construction Workers Night Shelter Scheme"" by the Labour Department, Government of Madhya Pradesh provides for the construction of night shelters in urban areas and large Gram Panchayats. These shelters are intended for construction workers and their dependent family members.",,[],cwnss,"['Building', 'Construction', 'Housing', 'Labour', 'Worker', 'Shelter']",Search
Pay & Play Scheme,,['Sports & Culture'],"The “Pay & Play Scheme” aims to provide state-level players with training and practice opportunities at the Mega Sports Complex, Hotwar, Ranchi. ",,[],pandps,"['Sports', 'Training', 'Opportunities']",Search
NPS Vatsalya Scheme ,Ministry Of Finance,"['Banking,Financial Services and Insurance']","The “NPS Vatsalya” is a pension-cum-saving scheme designed for minors, regulated by PFRDA. It aims to secure the financial future of minors by offering a structured pension scheme, with contributions managed by a guardian until the minor turns 18.",,[],npsvs,"['NPS', 'Minor', 'Pension Fund', 'PFRDA', 'Saving Cum Pension', 'Financial']",Search
Dr. Bhimrao Ambedkar Aarthik Kalyan Yojana,,['Business & Entrepreneurship'],"The scheme ""Dr. Bhimrao Ambedkar Aarthik Kalyan Yojana"" under the Tribal Welfare and Scheduled Caste Department, Madhya Pradesh, offers a 7% annual interest subsidy on loans for Scheduled Caste beneficiaries, up to 5 years, subject to regular repayment.",,[],dbaaky,"['Self-employment', 'Financial Assistance', 'Term Loan', 'Scheduled Caste']",Search
Insurance Scheme For Artisans Component of the Development of Handicrafts Scheme,,"['Banking,Financial Services and Insurance']","Under the scheme ""Insurance Scheme For Artisans"", artisans are covered under Jana Shree Bima Yojana LIC or any other suitable policy. The premium amount, as stipulated in the insurance policy, is shared, with 50% from the Social Security Fund and the remaining 50% from the Government.",,[],isa,"['Insurance', 'Artisans', 'LIC', 'Death', 'Disability']",Search
Grant of Stipends to the Physically Handicapped Students,,"['Social welfare & Empowerment', 'Education & Learning']","""Grant of Stipends to the Physically Handicapped Students"" scheme aims to improve the educational status of handicapped children studying in standards 1st to 10th. Monthly stipends (₹200 to ₹300) are provided to parents who are unable to send their children to school due to economic reasons.",,[],gsphs,"['Goa', 'Stipend', 'Student', 'Financial Assitance', 'Disability', 'School', 'Education']",Search
Scheme for Supply of Male Goat on Subsidy Basis,,"['Agriculture,Rural & Environment']","""Male Goat Supply Scheme on Grant Basis"" aims to improve the breed of indigenous/local goats throughout the state. Through this scheme, one male goat of an improved breed (Jamnapari, Barbari, or Sirohi Bakra) is provided to goat farmers of all categories on a grant basis.",,[],sfsomgosb,"['Animal', 'Goat', 'Insurance', 'Financial Assistance', 'Subsidy']",Search
Tripura Health Assurance Scheme For Poor,,['Health & Wellness'],The Tripura Health Assurance Scheme for Poor (THASP) was instituted to provide financial assistance as cashless treatment with health coverage of up to Rs. 1.15 lakh per annum to individuals in the state who fall below the poverty line and have an annual income of less than Rs. 1.5 lakh.,,[],thasp,"['Health', 'Poor', 'EWS', 'Illnesses', 'Medical', 'Hospital']",Search
Supply of Kadaknath Chicks on Subsidy,,"['Agriculture,Rural & Environment']","The scheme ""Supply of Kadaknath Chicken on Grant"" aims to improve the economic condition of beneficiaries through poultry farming and protect and promote the Kadaknath breed. Beneficiaries receive 40 chicks along with food grains, medicine, and transportation support for 28 days.",,[],sokcos,"['Subsidy', 'Chicken', 'Farming', 'Veterinary', 'Poultry']",Search
Mukhyamantri Vas Sthal Kray Sahayata Yojana,,['Housing & Shelter'],"This scheme provides financial assistance to landless beneficiaries for purchasing residential land, ensuring housing for the underprivileged in rural Bihar.",,[],mmvsksy,"['Land Purchase', 'Housing', 'Rural Development', 'Financial Assistance']",Search
